time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-11T02:28:08.280Z,35.1097,-97.8743,5,2.5,mb_lg,,86,0.196,0.57,us,us2000jg6f,2019-04-25T15:32:06.040Z,"5 km S of Amber, Oklahoma",earthquake,1.3,1.9,0.102,25,reviewed,us,us
2019-02-10T17:45:31.580Z,34.6138333,-118.636,7.94,2.84,ml,69,63,0.1182,0.25,ci,ci37527874,2019-02-12T18:29:02.330Z,"14km N of Castaic, CA",earthquake,0.21,1.01,0.197,184,reviewed,ci,ci
2019-02-10T17:12:23.980Z,33.705,-116.8305,16.78,3.39,ml,153,13,0.07618,0.2,ci,ci37527826,2019-04-25T15:32:05.040Z,"8km SE of Valle Vista, CA",earthquake,0.1,0.24,0.153,318,reviewed,ci,ci
2019-02-10T04:29:27.650Z,34.708,-116.2848333,2.07,2.91,ml,28,59,0.1128,0.13,ci,ci37527402,2022-08-08T12:10:20.149Z,"12km W of Ludlow, CA",earthquake,0.15,0.41,0.137,129,reviewed,ci,ci
2019-02-10T03:02:21.750Z,40.3013333,-124.4425,9.12,2.54,md,18,252,0.1207,0.11,nc,nc73140470,2019-02-12T06:11:04.422Z,"14km W of Petrolia, CA",earthquake,0.36,0.37,0.146,19,reviewed,nc,nc
2019-02-09T22:02:23.740Z,43.7913,-105.3492,0,3.3,ml,,82,1.004,1,us,us2000jfrs,2019-04-25T15:32:00.040Z,"12 km ENE of Wright, Wyoming",mining explosion,7.7,1.7,0.05,66,reviewed,us,us
2019-02-09T20:30:06.730Z,40.8856667,-123.853,22.26,2.63,md,25,89,0.09195,0.12,nc,nc73140395,2019-02-12T03:04:04.618Z,"11km E of Blue Lake, CA",earthquake,0.29,0.38,0.19,32,reviewed,nc,nc
2019-02-09T17:43:36.630Z,43.5608,-105.2698,0,2.8,ml,,127,1.054,0.91,us,us2000jngr,2019-04-25T15:32:00.040Z,"27 km SE of Wright, Wyoming",mining explosion,3.2,1.9,0.055,44,reviewed,us,us
2019-02-09T17:21:18.820Z,40.8896667,-121.9776667,19,2.77,md,29,61,0.3103,0.05,nc,nc73140335,2019-02-13T06:39:05.261Z,"7km NW of Montgomery Creek, CA",earthquake,0.25,1.12,0.163,32,reviewed,nc,nc
2019-02-09T12:17:48.210Z,37.9691667,-118.5396667,7.51,2.64,md,35,156,0.05474,0.06,nc,nc73140210,2019-02-13T22:54:03.852Z,"38km S of Qualeys Camp, NV",earthquake,0.25,1,0.219,37,reviewed,nc,nc
2019-02-08T23:02:30.160Z,36.2605,-97.51,9.25,2.6,mb_lg,,45,0.197,0.38,us,us2000jfij,2019-04-25T15:31:57.040Z,"5 km WSW of Lucien, Oklahoma",earthquake,1.4,8.3,0.295,3,reviewed,us,us
2019-02-08T18:00:04.310Z,47.4917,-93.0724,0,2.7,mb_lg,,99,1.157,0.41,us,us2000jnfs,2019-04-25T15:31:57.040Z,"10 km N of Keewatin, Minnesota",mining explosion,2.5,2,0.147,12,reviewed,us,us
2019-02-08T17:26:32.290Z,45.0643,-106.7519,0,3,ml,,89,1.666,0.69,us,us2000jfee,2019-04-25T15:31:56.040Z,"33 km NNE of Sheridan, Wyoming",mining explosion,4.3,1.7,0.049,54,reviewed,us,us
2019-02-08T13:02:09.820Z,36.5505,-98.1516,6.3,2.5,mb_lg,,54,0.143,0.22,us,us2000jfc2,2019-04-25T15:31:55.040Z,"1 km N of Goltry, Oklahoma",earthquake,1,3,0.096,28,reviewed,us,us
2019-02-08T12:38:56.130Z,32.0045,-102.3197,9.98,2.5,mb_lg,,39,0.226,0.66,us,us2000jfl6,2019-04-25T15:31:55.040Z,"5 km ESE of Gardendale, Texas",earthquake,2.2,8.2,0.132,15,reviewed,us,us
2019-02-08T12:32:56.780Z,40.3305,-124.4868333,4.13,2.66,md,13,282,0.1523,0.07,nc,nc73139515,2019-02-15T02:17:03.365Z,"17km W of Petrolia, CA",earthquake,0.65,0.69,0.139,33,reviewed,nc,nc
2019-02-08T07:23:37.310Z,46.5065,-81.1683,2.2,3.1,mb_lg,,127,2.174,0.58,us,us2000jf93,2022-08-08T12:08:53.542Z,"7 km SW of Azilda, Canada",earthquake,6.3,5.9,0.068,57,reviewed,us,us
2019-02-08T02:20:44.530Z,34.105,-118.4841667,3.25,2.57,ml,93,35,0.02419,0.25,ci,ci37524770,2021-07-05T08:05:39.493Z,"6km SSW of Sherman Oaks, CA",earthquake,0.17,0.23,0.175,102,reviewed,ci,ci
2019-02-08T01:57:09.740Z,34.6975,-116.279,1.98,2.94,ml,27,59,0.1062,0.13,ci,ci37524762,2019-02-08T18:53:39.440Z,"11km WSW of Ludlow, CA",earthquake,0.14,0.34,0.117,92,reviewed,ci,ci
2019-02-08T01:52:31.640Z,34.6993333,-116.2775,2,2.73,ml,27,59,0.1052,0.15,ci,ci37524730,2019-02-08T18:53:47.999Z,"11km WSW of Ludlow, CA",earthquake,0.16,0.36,0.121,106,reviewed,ci,ci
2019-02-07T23:03:13.440Z,43.292,-105.3309,0,3.1,ml,,104,1.085,0.76,us,us2000jnda,2019-04-25T15:31:53.040Z,"52 km SSE of Wright, Wyoming",mining explosion,7,1.8,0.062,34,reviewed,us,us
2019-02-07T21:50:25.710Z,43.2165,-104.9531,0,2.9,ml,,162,1.122,0.75,us,us2000jndd,2019-04-25T15:31:52.040Z,"32 km NW of Lance Creek, Wyoming",mining explosion,4.8,1.8,0.062,34,reviewed,us,us
2019-02-07T21:00:09.606Z,43.705,-105.3708,0,3.3,ml,,77,1.05,1.12,us,us2000jezs,2019-04-25T15:31:52.040Z,"11 km ESE of Wright, Wyoming",mining explosion,2.9,1.9,0.047,80,reviewed,us,us
2019-02-07T19:32:53.360Z,34.7066667,-116.2831667,2.3,2.85,ml,28,60,0.1111,0.15,ci,ci37524242,2019-02-08T17:46:10.300Z,"11km W of Ludlow, CA",earthquake,0.15,0.34,0.171,94,reviewed,ci,ci
2019-02-07T17:05:03.090Z,31.2081,-103.2314,5,2.8,ml,,52,0.298,0.99,us,us2000jety,2019-04-25T15:31:51.040Z,"16 km WSW of Coyanosa, Texas",earthquake,4.2,2,0.091,16,reviewed,us,us
2019-02-07T16:44:33.160Z,34.7053333,-116.2888333,2.88,2.68,ml,32,47,0.1154,0.14,ci,ci37523642,2019-02-08T00:47:05.901Z,"12km W of Ludlow, CA",earthquake,0.15,0.4,0.134,26,reviewed,ci,ci
2019-02-07T16:41:24.540Z,34.704,-116.2861667,1.56,3.97,mw,96,27,0.113,0.18,ci,ci37523530,2019-11-06T20:07:20.700Z,"12km W of Ludlow, CA",earthquake,0.09,0.27,,6,reviewed,ci,ci
2019-02-07T16:14:55.280Z,34.7075,-116.2861667,2.2,3.46,mw,78,27,0.1137,0.17,ci,ci37523410,2019-04-25T15:31:50.040Z,"12km W of Ludlow, CA",earthquake,0.09,0.25,,4,reviewed,ci,ci
2019-02-07T15:54:11.550Z,36.8022,-98.3193,3.92,2.9,mb_lg,,80,0.324,0.26,us,us2000jesn,2019-05-02T18:06:59.320Z,"6 km NNE of Cherokee, Oklahoma",earthquake,1.4,4.2,0.065,62,reviewed,us,us
2019-02-07T14:40:30.790Z,38.7413333,-119.7148333,-1.69,2.58,md,23,102,0.2621,0.12,nc,nc73138810,2019-02-10T04:26:43.629Z,"9km NE of Markleeville, CA",earthquake,0.4,1.57,0.262,27,reviewed,nc,nc
2019-02-07T14:16:39.280Z,34.7076667,-116.2811667,2.41,2.68,ml,36,47,0.1098,0.14,ci,ci37523202,2019-02-07T20:33:56.035Z,"11km W of Ludlow, CA",earthquake,0.14,0.34,0.172,25,reviewed,ci,ci
2019-02-07T08:24:37.820Z,34.7096667,-116.283,1.74,3.17,ml,76,31,0.1117,0.18,ci,ci37523026,2019-04-25T15:31:49.040Z,"11km W of Ludlow, CA",earthquake,0.1,0.26,0.142,267,reviewed,ci,ci
2019-02-07T07:08:53.530Z,31.6514,-104.373,5,2.9,mb_lg,,63,0.404,0.63,us,us2000jemn,2019-04-25T15:31:49.040Z,"58 km S of Whites City, New Mexico",earthquake,2.1,2,0.08,50,reviewed,us,us
2019-02-07T05:34:58.360Z,32.799,-118.3366667,8.71,2.96,ml,41,209,0.172,0.27,ci,ci37522954,2019-04-25T15:31:49.040Z,"2km SSE of San Clemente Is. (SE tip), CA",earthquake,0.57,1.42,0.175,172,reviewed,ci,ci
2019-02-06T22:06:20.730Z,45.8631,-111.3487,5,3,ml,,67,0.043,0.58,us,us2000jel4,2019-04-25T15:31:47.040Z,"1 km WNW of Manhattan, Montana",earthquake,1.1,1.9,0.06,36,reviewed,us,us
2019-02-06T21:07:52.710Z,32.2676667,-115.0993333,24.8,3.33,ml,24,261,0.04031,0.28,ci,ci37522578,2019-04-25T15:31:47.040Z,"2km SSE of Guadalupe Victoria, B.C., MX",earthquake,0.71,0.69,0.164,177,reviewed,ci,ci
2019-02-06T20:55:52.790Z,40.2975,-124.511,7.84,2.51,md,18,240,0.1729,0.11,nc,nc73138650,2019-02-12T05:25:04.149Z,"19km W of Petrolia, CA",earthquake,0.54,0.66,0.098,18,reviewed,nc,nc
2019-02-06T18:23:01.570Z,40.8465,-123.8395,25.83,4.39,mw,32,67,0.08586,0.13,nc,nc73138600,2023-09-30T16:29:55.243Z,"13km ESE of Blue Lake, CA",earthquake,0.26,0.59,,5,reviewed,nc,nc
2019-02-06T13:19:07.370Z,35.1114,-97.8802,5,2.7,mb_lg,,86,0.191,0.45,us,us2000je5z,2019-04-25T15:31:45.040Z,"5 km S of Amber, Oklahoma",earthquake,1.7,1.9,0.071,52,reviewed,us,us
2019-02-04T23:41:16.130Z,44.3147,-105.7002,0,2.5,ml,,107,1.212,0.9,us,us2000jn9u,2019-04-18T19:09:50.040Z,"16 km W of Gillette, Wyoming",mining explosion,4.1,1.4,0.085,18,reviewed,us,us
2019-02-04T23:01:34.050Z,36.2816667,-83.4743333,10.07,2.5,md,4,138,0.04526,0.06,se,se60074023,2019-02-05T14:20:02.280Z,"3 km E of Rutledge, Tennessee",earthquake,0.44,0.65,,0,reviewed,se,se
2019-02-04T23:01:26.230Z,36.2801667,-83.4758333,11.46,2.51,md,19,55,0.04674,0.14,se,se60254776,2019-04-18T19:09:20.040Z,"3 km E of Rutledge, Tennessee",earthquake,0.27,0.5,0.06,13,reviewed,se,se
2019-02-04T21:02:08.540Z,43.7662,-105.3175,0,3.3,ml,,45,0.991,0.48,us,us2000jn9q,2019-04-18T19:09:50.040Z,"14 km E of Wright, Wyoming",mining explosion,6.5,1.8,0.049,64,reviewed,us,us
2019-02-04T18:19:20.900Z,40.7311667,-124.089,7.9,3.05,ml,24,77,0.06661,0.12,nc,nc73139526,2022-06-16T17:54:11.351Z,"5km E of Pine Hills, CA",earthquake,0.32,0.42,0.158,15,reviewed,nc,nc
2019-02-04T12:52:36.210Z,40.3006667,-124.487,8.2,2.51,md,18,258,0.1543,0.13,nc,nc73139456,2019-02-06T18:48:41.635Z,"17km W of Petrolia, CA",earthquake,0.4,0.66,0.244,15,reviewed,nc,nc
2019-02-04T12:28:20.110Z,46.9163,-112.4865,8.04,2.5,ml,,83,0.122,0.55,us,us2000jd58,2019-04-18T19:09:17.040Z,"15 km ESE of Lincoln, Montana",earthquake,2.8,8.5,0.081,20,reviewed,us,us
2019-02-04T04:06:23.160Z,40.3076667,-124.4998333,7.66,2.53,md,22,258,0.1631,0.16,nc,nc73139411,2019-02-06T01:56:04.120Z,"18km W of Petrolia, CA",earthquake,0.54,0.62,0.15,23,reviewed,nc,nc
2019-02-04T02:01:37.280Z,47.5606,-70.4146,19.19,2.7,mb_lg,,100,0.061,0.53,us,us2000jdhg,2019-04-18T19:09:39.040Z,"14 km NNE of Baie-Saint-Paul, Canada",earthquake,3.1,4.6,,,reviewed,us,ott
2019-02-04T02:01:28.470Z,37.6358333,-118.8115,3.12,3,md,30,54,0.01947,0.04,nc,nc73139386,2019-04-18T19:09:36.040Z,"14km NW of Toms Place, CA",earthquake,0.26,0.32,0.186,41,reviewed,nc,nc
2019-02-04T00:05:06.510Z,40.3031667,-124.4968333,7.64,3.46,mw,27,250,0.1614,0.16,nc,nc73139371,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.37,0.55,,5,reviewed,nc,nc
2019-02-03T23:43:21.810Z,40.307,-124.4965,7.66,4.19,mw,30,250,0.1607,0.2,nc,nc73139366,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.58,0.67,,3,reviewed,nc,nc
2019-02-03T23:13:21.670Z,40.3031667,-124.4956667,7.36,3.11,ml,26,250,0.1605,0.16,nc,nc73139351,2019-04-18T19:09:36.040Z,"18km W of Petrolia, CA",earthquake,0.4,0.49,0.212,17,reviewed,nc,nc
2019-02-03T22:18:12.650Z,40.2893333,-124.4741667,7.33,4.48,mw,26,250,0.147,0.17,nc,nc73139336,2019-04-18T19:09:36.040Z,"16km WSW of Petrolia, CA",earthquake,0.56,0.54,,4,reviewed,nc,nc
2019-02-03T21:39:56.480Z,40.3035,-124.4771667,7.59,2.5,md,21,250,0.1465,0.08,nc,nc73139331,2019-02-06T05:12:03.395Z,"16km W of Petrolia, CA",earthquake,0.55,0.31,0.135,21,reviewed,nc,nc
2019-02-03T17:48:34.260Z,46.8376,-112.6549,5,2.7,ml,,90,0.117,1.18,us,us2000jctz,2019-04-18T19:09:17.040Z,"13 km S of Lincoln, Montana",earthquake,2.2,2,0.091,16,reviewed,us,us
2019-02-03T17:45:58.820Z,46.8121,-112.772,5,2.8,ml,,91,0.163,1.13,us,us2000jctw,2019-04-18T19:09:15.040Z,"17 km SSW of Lincoln, Montana",earthquake,4,1.9,0.071,26,reviewed,us,us
2019-02-03T17:19:00.490Z,46.8102,-112.6216,5,3.4,ml,,79,0.147,0.68,us,us2000jctf,2019-04-18T19:09:12.040Z,"16 km SSE of Lincoln, Montana",earthquake,3,2,0.05,52,reviewed,us,us
2019-02-03T17:17:01.200Z,46.8908,-112.6331,5,2.6,ml,,80,0.066,0.65,us,us2000jcu4,2019-04-18T19:09:35.040Z,"8 km SSE of Lincoln, Montana",earthquake,3,2,0.075,11,reviewed,us,mb
2019-02-03T17:11:17.260Z,46.8676,-112.6746,5,3.7,mwr,,50,0.088,0.79,us,us2000jcta,2019-04-18T19:09:12.040Z,"9 km S of Lincoln, Montana",earthquake,2.2,2,0.075,17,reviewed,us,us
2019-02-03T15:18:39.950Z,33.3841667,-116.3053333,13.73,2.53,ml,105,25,0.07718,0.18,ci,ci38217151,2019-02-04T19:06:17.883Z,"16km NNE of Borrego Springs, CA",earthquake,0.11,0.33,0.128,112,reviewed,ci,ci
2019-02-03T09:08:45.630Z,39.0768,-118.1638,12.2,2.5,ml,25,81.37,0.236,0.1574,nn,nn00676693,2019-04-18T19:09:35.040Z,"31 km NW of Gabbs, Nevada",earthquake,,2,0.32,12,reviewed,nn,nn
2019-02-03T07:37:39.620Z,40.3091667,-124.4838333,7.13,2.83,ml,26,251,0.1508,0.14,nc,nc73139226,2019-04-18T19:09:35.040Z,"17km W of Petrolia, CA",earthquake,0.37,0.44,0.325,10,reviewed,nc,nc
2019-02-03T05:00:59.670Z,29.2203,-97.5113,5,3,mb_lg,,129,0.447,0.49,us,us2000jcm8,2019-04-18T19:09:34.040Z,"13 km ESE of Smiley, Texas",earthquake,6.8,2,0.069,48,reviewed,us,us
2019-02-03T01:38:24.340Z,40.2955,-124.462,6.62,3.64,mw,29,250,0.1365,0.18,nc,nc73139181,2019-04-18T19:09:34.040Z,"15km WSW of Petrolia, CA",earthquake,0.45,0.6,,2,reviewed,nc,nc
2019-02-03T00:36:50.860Z,40.3076667,-124.4745,7,3.13,ml,26,250,0.1439,0.11,nc,nc73139166,2019-04-18T19:09:34.040Z,"16km W of Petrolia, CA",earthquake,0.33,0.44,0.197,17,reviewed,nc,nc
2019-02-02T20:19:17.400Z,32.7708333,-118.3463333,1.77,3.4,ml,24,233,0.1867,0.33,ci,ci38216855,2019-04-18T19:09:33.040Z,"6km S of San Clemente Is. (SE tip), CA",earthquake,1.19,1.36,0.167,283,reviewed,ci,ci
2019-02-02T18:49:43.060Z,46.9051,-112.4989,12.8,2.6,ml,,123,0.118,0.78,us,us2000jcss,2019-04-18T19:09:18.040Z,"14 km ESE of Lincoln, Montana",earthquake,2.2,3.7,0.052,48,reviewed,us,us
2019-02-02T16:30:07.420Z,40.3125,-124.4753333,6.64,2.53,md,19,254,0.144,0.13,nc,nc73139131,2019-02-06T02:11:08.207Z,"16km W of Petrolia, CA",earthquake,0.64,0.54,0.243,17,reviewed,nc,nc
2019-02-02T16:00:20.850Z,40.2981667,-124.474,7.65,2.94,ml,24,250,0.145,0.24,nc,nc73139126,2019-04-18T19:09:33.040Z,"16km W of Petrolia, CA",earthquake,0.59,0.78,0.138,11,reviewed,nc,nc
2019-02-02T11:51:36.720Z,36.1562,-98.2849,5,2.5,ml,,75,0.144,0.22,us,us2000jcdm,2019-04-18T19:09:32.040Z,"5 km NNE of Okeene, Oklahoma",earthquake,1.1,1.7,0.055,44,reviewed,us,us
2019-02-02T11:18:26.010Z,40.305,-124.469,7.38,3.05,ml,24,250,0.1401,0.15,nc,nc73139116,2019-04-18T19:09:32.040Z,"16km W of Petrolia, CA",earthquake,0.47,0.56,0.176,12,reviewed,nc,nc
2019-02-02T11:07:44.240Z,31.414,-103.4706,2.44,2.6,ml,,57,0.317,0.51,us,us2000jccv,2019-04-18T19:09:32.040Z,"2 km ESE of Pecos, Texas",earthquake,4.7,4.5,0.051,48,reviewed,us,us
2019-02-02T10:52:21.990Z,40.3006667,-124.4946667,6.44,4.3,mw,30,250,0.1601,0.15,nc,nc73139111,2019-04-18T19:09:31.040Z,"18km W of Petrolia, CA",earthquake,0.31,0.43,,4,reviewed,nc,nc
2019-02-02T10:33:21.950Z,40.2823,-124.7496,10,2.7,ml,,244,0.499,0.64,us,us2000jccg,2019-04-18T19:09:31.040Z,"52 km SW of Ferndale, California",earthquake,1.7,2,0.064,32,reviewed,us,us
2019-02-02T03:30:12.900Z,47.3725,-121.794333333333,18.57,2.58,ml,35,47,,0.15,uw,uw61510536,2019-04-18T19:09:31.040Z,"8 km SSW of Wilderness Rim, Washington",earthquake,0.34,0.38,0.228423498476504,27,reviewed,uw,uw
2019-02-02T03:09:20.910Z,40.3051667,-124.4748333,7.27,2.62,md,15,265,0.1445,0.16,nc,nc73139066,2019-02-06T02:26:04.312Z,"16km W of Petrolia, CA",earthquake,0.57,0.87,0.184,12,reviewed,nc,nc
2019-02-02T02:27:29.858Z,40.6105,-115.9894,1.3,3.3,ml,11,110.65,0.414,0.1855,nn,nn00676619,2019-04-18T19:09:30.040Z,"15 km SE of Carlin, Nevada",earthquake,,7.4,0.26,10,reviewed,nn,nn
2019-02-02T00:30:37.720Z,40.3133333,-124.4568333,6.21,2.86,md,17,255,0.1298,0.09,nc,nc73139041,2019-02-06T18:27:26.913Z,"15km W of Petrolia, CA",earthquake,0.4,0.46,0.35,12,reviewed,nc,nc
2019-02-01T09:05:33.015Z,38.3593,-115.7904,6.6,2.6,ml,11,71.54,0.161,0.1822,nn,nn00676527,2019-04-18T19:09:28.040Z,"79 km N of Rachel, Nevada",earthquake,,1.8,0.33,4,reviewed,nn,nn
2019-02-01T08:58:32.620Z,39.5735,-107.3522,1.72,3.1,ml,,77,0.884,0.51,us,us2000jbqr,2019-04-18T19:09:28.040Z,"3 km NW of Glenwood Springs, Colorado",earthquake,1.3,2.4,0.039,88,reviewed,us,us
2019-01-31T22:17:01.190Z,31.6249,-104.5501,5,2.6,mb_lg,,71,0.537,0.41,us,us2000jbl5,2019-04-18T19:09:27.040Z,"63 km SSW of Whites City, New Mexico",earthquake,1.1,1.9,0.109,31,reviewed,us,us
2019-01-31T20:58:37.340Z,43.6432,-105.4441,0,3,ml,,130,1.124,1.21,us,us2000jhfz,2019-04-18T19:09:42.040Z,"12 km SSE of Wright, Wyoming",mining explosion,3.7,1.2,0.049,54,reviewed,us,us
2019-01-31T03:13:36.090Z,35.365,-117.8708333,2.65,3.17,ml,51,41,0.09949,0.19,ci,ci38213159,2019-04-18T19:09:25.040Z,"21km W of Johannesburg, CA",earthquake,0.16,0.46,0.145,276,reviewed,ci,ci
2019-01-31T02:18:32.630Z,40.5161667,-124.0056667,22.33,2.6,md,24,44,0.07376,0.1,nc,nc73138331,2019-02-06T02:56:03.483Z,"8km ESE of Hydesville, CA",earthquake,0.29,0.35,0.164,40,reviewed,nc,nc
2019-01-30T21:51:16.130Z,43.6868,-105.1455,0,2.9,ml,,75,0.912,0.78,us,us2000jhet,2019-04-18T19:09:41.040Z,"28 km ESE of Wright, Wyoming",mining explosion,4.7,1.7,0.066,32,reviewed,us,us
2019-01-30T18:59:57.670Z,35.6346,-97.9568,5,2.5,mb_lg,,54,0.32,1.11,us,us1000is6u,2019-04-18T19:09:23.040Z,"10 km S of Okarche, Oklahoma",earthquake,1.4,1.1,0.193,7,reviewed,us,us
2019-01-30T18:28:53.570Z,37.6756667,-122.5088333,12.57,2.79,md,73,98,0.01999,0.07,nc,nc73138176,2019-10-05T18:25:34.585Z,"4km WSW of Daly City, CA",earthquake,0.18,0.32,0.153,79,reviewed,nc,nc
2019-01-30T18:13:16.810Z,37.393,-118.7621667,13.68,2.91,ml,40,62,0.1634,0.08,nc,nc73138161,2019-02-05T20:24:03.166Z,"15km W of Round Valley, CA",earthquake,0.28,0.98,0.28,7,reviewed,nc,nc
2019-01-30T17:46:08.080Z,34.2256667,-118.5015,13.31,2.82,ml,88,24,0.04304,0.2,ci,ci38212095,2019-02-05T17:54:28.189Z,"3km ESE of Northridge, CA",earthquake,0.14,0.27,0.191,26,reviewed,ci,ci
2019-01-30T08:00:48.260Z,34.0281667,-117.2295,16.5,3.2,ml,162,15,0.02732,0.18,ci,ci38211423,2019-07-04T19:18:01.613Z,"4km SE of Loma Linda, CA",earthquake,0.1,0.22,0.15,311,reviewed,ci,ci
2019-01-30T02:40:12.280Z,34.4076667,-116.8918333,1.86,3.56,ml,114,29,0.07709,0.14,ci,ci38211175,2019-04-18T19:09:22.040Z,"8km ESE of Lucerne Valley, CA",earthquake,0.09,0.29,0.136,328,reviewed,ci,ci
2019-01-29T20:11:33.460Z,43.7589,-105.2797,0,3.2,ml,,80,0.968,1.42,us,us2000jhdr,2019-04-18T19:09:40.040Z,"17 km E of Wright, Wyoming",mining explosion,7.2,1.7,0.048,58,reviewed,us,us
2019-01-29T12:32:22.230Z,31.3272,-103.4848,5.05,2.6,mb_lg,,60,0.329,0.56,us,us2000ja1e,2019-04-18T19:09:24.040Z,"western Texas",earthquake,1.7,5.4,0.114,24,reviewed,us,us
2019-01-28T21:14:27.840Z,43.7455,-105.4196,0,3.5,ml,,119,1.067,0.57,us,us2000jhcr,2019-04-12T17:17:28.040Z,"5 km E of Wright, Wyoming",mining explosion,4.2,1.4,0.057,40,reviewed,us,us
2019-01-28T19:05:24.220Z,43.8394,-105.3584,0,3.3,ml,,85,0.995,1.06,us,us2000j9ss,2019-04-12T17:16:09.040Z,"14 km NE of Wright, Wyoming",mining explosion,4.1,1.3,0.045,66,reviewed,us,us
2019-01-28T12:48:46.990Z,40.4193333,-124.7005,24.23,2.7,md,37,252,0.2827,0.12,nc,nc73137301,2019-02-05T05:52:04.875Z,"37km WNW of Petrolia, CA",earthquake,0.56,1.29,0.141,43,reviewed,nc,nc
2019-01-27T20:55:24.920Z,40.265,-121.1768333,6.88,2.61,md,29,137,0.02962,0.09,nc,nc73137121,2019-02-07T07:35:03.745Z,"5km N of Almanor, CA",earthquake,0.26,0.41,0.148,41,reviewed,nc,nc
2019-01-27T11:10:49.270Z,34.2715,-119.582,0.74,3.05,ml,45,45,0.1387,0.26,ci,ci38207119,2022-06-16T17:41:28.834Z,"15km SSW of Carpinteria, CA",earthquake,0.24,0.47,0.12,105,reviewed,ci,ci
2019-01-27T04:24:46.840Z,38.7804,-97.5305,5,2.6,mb_lg,,40,0.786,0.3,us,us2000j9cm,2020-03-20T02:21:01.130Z,"6 km W of Kipp, Kansas",earthquake,4.4,2,0.067,58,reviewed,us,us
2019-01-27T03:48:10.710Z,28.5293,-98.2877,5,2.6,mb_lg,,108,0.531,0.62,us,us2000j9cg,2019-04-12T17:15:37.040Z,"12 km NW of Three Rivers, Texas",earthquake,3.2,2,0.109,22,reviewed,us,us
2019-01-27T01:03:14.610Z,32.875,-115.7531667,11.72,3.49,ml,65,32,0.03209,0.3,ci,ci38206711,2019-04-12T17:15:34.040Z,"17km W of Imperial, CA",earthquake,0.23,0.45,0.14,258,reviewed,ci,ci
2019-01-26T20:31:26.320Z,40.348,-124.141,31.2,2.81,md,26,53,0.07083,0.13,nc,nc73136841,2019-02-06T01:26:03.938Z,"12km ENE of Petrolia, CA",earthquake,0.41,0.67,0.142,53,reviewed,nc,nc
2019-01-26T15:45:44.646Z,38.6942,-115.8671,8.5,2.5,ml,18,82.96,0.41,0.2101,nn,nn00675687,2019-04-12T17:15:26.040Z,"74 km WSW of Preston, Nevada",earthquake,,3.4,0.26,8,reviewed,nn,nn
2019-01-26T07:21:53.730Z,35.7751,-105.6586,3.5,2.9,ml,,85,1.053,0.4,us,us2000j94r,2019-04-12T17:15:18.040Z,"22 km N of Pecos, New Mexico",earthquake,2.4,5.6,0.091,34,reviewed,us,us
2019-01-26T06:20:59.850Z,38.8294,-97.4544,5,2.8,mb_lg,,52,0.712,0.54,us,us2000j94l,2019-04-12T17:15:18.040Z,"5 km N of Kipp, Kansas",earthquake,2.9,2,0.06,72,reviewed,us,us
2019-01-26T04:53:31.530Z,28.5296,-98.1691,5,2.7,mb_lg,,122,0.453,0.71,us,us2000j940,2019-04-12T17:15:16.040Z,"7 km N of Three Rivers, Texas",earthquake,2.4,2,0.09,32,reviewed,us,us
2019-01-26T01:29:54.480Z,28.5486,-98.2199,5,2.5,mb_lg,,114,0.473,1.4,us,us2000j92k,2019-04-12T17:15:12.040Z,"10 km NNW of Three Rivers, Texas",earthquake,2.2,2,0.117,19,reviewed,us,us
2019-01-25T20:31:58.652Z,38.3846,-115.8295,4.7,3.8,ml,55,38.92,0.195,0.2169,nn,nn00675571,2019-04-12T17:15:08.040Z,"82 km N of Rachel, Nevada",earthquake,,1.5,0.36,21,reviewed,nn,nn
2019-01-25T18:32:40.780Z,37.06,-97.3647,4.29,3.3,mwr,,86,0.102,0.31,us,us2000j8x4,2019-04-12T17:15:05.040Z,"3 km ENE of South Haven, Kansas",earthquake,1.5,2.2,,11,reviewed,us,slm
2019-01-25T12:05:47.690Z,31.1153,-103.7391,5.23,2.6,ml,,78,0.277,0.56,us,us2000j8r5,2019-04-12T17:14:59.040Z,"14 km N of Balmorhea, Texas",earthquake,0.9,2.6,0.128,16,reviewed,us,us
2019-01-25T01:30:50.580Z,36.4276667,-120.2636667,6.94,2.89,ml,52,64,0.04168,0.17,nc,nc73136191,2019-04-12T17:14:47.040Z,"10km SSE of Cantua Creek, CA",earthquake,0.29,0.2,0.205,25,reviewed,nc,nc
2019-01-24T19:52:01.340Z,37.6216667,-118.975,5.23,2.64,md,36,85,0.01293,0.06,nc,nc73136056,2019-02-04T20:31:03.655Z,"2km SSE of Mammoth Lakes, CA",earthquake,0.21,0.25,0.218,32,reviewed,nc,nc
2019-01-24T19:51:06.870Z,37.6218333,-118.9753333,5.18,2.96,md,40,85,0.01324,0.06,nc,nc73136051,2019-02-01T20:29:03.852Z,"2km S of Mammoth Lakes, CA",earthquake,0.22,0.27,0.175,48,reviewed,nc,nc
