time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-10-17T07:20:13.950Z,37.078,-98.026,6.74,2.55,ml,11,134,0.07154,0.04,ismpkansas,ismpkansas70039803,2015-07-19T21:17:05.120Z,"8 km S of Anthony, Kansas",earthquake,0.23,0.56,0.158,15,reviewed,ismp,ismp
2014-10-17T07:11:02.700Z,36.4924,-99.054,8.523,2.9,ml,,195,,0.93,us,usb000snas,2015-01-15T20:03:29.040Z,"Oklahoma",earthquake,3.6,6.2,,,reviewed,tul,tul
2014-10-17T05:26:04.200Z,36.2153,-97.5373,5.3,2.6,ml,,101,,0.42,us,usb000ss3d,2015-01-15T20:03:28.040Z,"9 km SW of Lucien, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2014-10-17T05:25:23.400Z,36.2128,-97.5383,4.757,2.6,ml,,100,,0.41,us,usb000snm4,2015-01-15T20:03:28.040Z,"10 km SW of Lucien, Oklahoma",earthquake,1,7.3,,,reviewed,tul,tul
2014-10-17T05:21:21.000Z,36.3561,-97.0914,5,2.6,ml,,118,,0.36,us,usb000snac,2015-01-15T20:03:28.040Z,"9 km NW of Morrison, Oklahoma",earthquake,1.4,2,,,reviewed,tul,tul
2014-10-17T04:09:25.700Z,36.5081,-99.0416,6.981,2.9,ml,,195,,0.83,us,usb000sna8,2015-01-15T20:03:28.040Z,"5 km N of Quinlan, Oklahoma",earthquake,3.7,6.7,,,reviewed,tul,tul
2014-10-17T02:56:32.100Z,36.2098,-97.5325,4.792,2.7,ml,,63,,0.55,us,usb000sn9v,2015-01-15T20:03:28.040Z,"10 km SW of Lucien, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2014-10-17T02:13:06.200Z,36.8591,-98.0256,5,2.8,ml,,102,,0.43,us,usb000snnl,2015-01-15T20:03:28.040Z,"9 km WSW of Wakita, Oklahoma",earthquake,2.8,2,,,reviewed,tul,tul
2014-10-16T23:10:03.600Z,36.2072,-97.5344,3.967,2.5,ml,,54,,0.56,us,usb000snnq,2015-01-15T20:03:28.040Z,"10 km NE of Marshall, Oklahoma",earthquake,1.3,6.6,,,reviewed,tul,tul
2014-10-16T23:07:08.600Z,36.2045,-97.5401,5,2.8,ml,,53,,0.67,us,usb000sn8q,2015-01-15T20:03:28.040Z,"Oklahoma",earthquake,1.4,2,,,reviewed,tul,tul
2014-10-16T23:02:48.213Z,41.8791,-119.6595,0,2.6,ml,3,319.75,0.48,0.1134,nn,nn00465204,2018-06-29T23:18:07.707Z,"40 km E of Fort Bidwell, California",earthquake,,0,0.42,3,reviewed,nn,nn
2014-10-16T22:19:08.400Z,36.211,-97.5329,5,2.6,ml,,48,,0.72,us,usb000spqw,2015-01-15T20:03:28.040Z,"9 km SW of Lucien, Oklahoma",earthquake,3.1,7.1,,,reviewed,tul,tul
2014-10-16T22:14:08.250Z,45.1766,-106.8017,0,3.5,ml,,90,1.565,1.21,us,usb000sn7l,2015-01-15T20:03:28.040Z,"27 km SW of Birney, Montana",mining explosion,3.6,1.8,0.115,16,reviewed,us,us
2014-10-16T20:03:45.360Z,43.7894,-105.2675,0,3.4,ml,,51,0.949,0.5,us,usb000sn55,2015-01-15T20:03:28.040Z,"18 km ENE of Wright, Wyoming",mining explosion,4.9,2,0.053,65,reviewed,us,us
2014-10-16T16:51:15.200Z,36.7417,-98.3585,4.172,2.6,ml,,115,,0.61,us,usb000sn28,2015-01-15T20:03:27.040Z,"1 km S of Cherokee, Oklahoma",earthquake,1.5,6.8,,,reviewed,tul,tul
2014-10-16T13:39:49.100Z,36.8439,-97.7521,5,2.6,ml,,76,,0.57,us,usb000sn2h,2022-08-07T04:47:38.944Z,"4 km NNW of Medford, Oklahoma",earthquake,1.4,2,,,reviewed,tul,tul
2014-10-16T13:33:15.800Z,36.4987,-99.0315,6.482,2.5,ml,,199,,0.9,us,usb000sn51,2015-01-15T20:03:27.040Z,"5 km NNE of Quinlan, Oklahoma",earthquake,4.3,6.8,,,reviewed,tul,tul
2014-10-16T12:19:13.060Z,43.8131,-107.319,15.79,2.5,ml,,72,1.299,1.34,us,usb000sn8t,2015-01-15T20:03:27.040Z,"26 km SSE of Ten Sleep, Wyoming",earthquake,4.1,7,0.066,38,reviewed,us,us
2014-10-16T09:21:27.300Z,36.2101,-97.5338,4.952,2.5,ml,,54,,0.54,us,usb000smrl,2015-01-15T20:03:27.040Z,"10 km SW of Lucien, Oklahoma",earthquake,1.4,6.9,,,reviewed,tul,tul
2014-10-16T09:03:56.300Z,36.2052,-97.5324,5,2.5,ml,,48,,0.59,us,usb000sn31,2015-01-15T20:03:27.040Z,"10 km NE of Marshall, Oklahoma",earthquake,1.7,2,,,reviewed,tul,tul
2014-10-16T08:58:07.020Z,37.4718333,-118.7855,5.045,2.56,md,36,57,0.05315,0.05,nc,nc72328336,2018-06-29T23:18:05.986Z,"11 km SW of Aspen Springs, California",earthquake,0.22,0.56,0.17,34,reviewed,nc,nc
2014-10-16T06:37:09.290Z,37.473,-118.786,5.005,2.93,md,37,51,0.05315,0.05,nc,nc72328251,2018-06-29T23:18:05.591Z,"11 km SW of Aspen Springs, California",earthquake,0.2,0.51,0.156,60,reviewed,nc,nc
2014-10-16T06:36:36.430Z,37.0496,-97.9085,5.56,2.5,mb_lg,,63,0.065,0.5,us,usb000smqr,2020-03-18T18:42:26.216Z,"4 km SW of Bluff City, Kansas",earthquake,2,6.9,0.117,20,reviewed,us,us
2014-10-16T06:22:27.150Z,37.4721667,-118.7858333,4.715,3.21,ml,40,51,0.05315,0.04,nc,nc72328226,2022-08-07T02:43:42.339Z,"11 km SW of Aspen Springs, California",earthquake,0.24,0.65,0.152,24,reviewed,nc,nc
2014-10-16T06:21:15.700Z,36.2532,-97.4858,6.138,2.5,ml,,58,,0.38,us,usb000sn4z,2015-01-15T20:03:26.040Z,"3 km SW of Lucien, Oklahoma",earthquake,1.3,5.6,,,reviewed,tul,tul
2014-10-16T02:06:08.270Z,36.6585,-121.2868333,6.65,2.74,md,72,32,0.01351,0.06,nc,nc72328131,2022-07-27T05:01:12.301Z,"14 km SSE of Tres Pinos, California",earthquake,0.11,0.28,0.163,136,reviewed,nc,nc
2014-10-16T01:14:15.857Z,41.8785,-119.6455,0,3.1,ml,3,221.75,0.49,0.0523,nn,nn00464208,2022-06-18T15:25:17.522Z,"42 km E of Fort Bidwell, California",earthquake,,4.8,0.36,3,reviewed,nn,nn
2014-10-15T22:16:24.700Z,36.739,-97.8896,4.879,2.9,ml,,88,,0.57,us,usb000smm7,2015-01-15T20:03:26.040Z,"9 km WNW of Jefferson, Oklahoma",earthquake,2.2,7.7,,,reviewed,tul,tul
2014-10-15T14:23:38.430Z,37.5735,-118.4411667,5.677,2.79,md,33,165,0.02523,0.06,nc,nc72327841,2018-06-29T23:18:02.999Z,"19 km ENE of Swall Meadows, California",earthquake,0.53,0.73,0.219,28,reviewed,nc,nc
2014-10-15T12:33:39.300Z,36.3337,-97.5823,5,3,ml,,,,0.48,us,usb000smdg,2022-08-07T02:42:01.643Z,"2 km N of Covington, Oklahoma",earthquake,1,2,,,reviewed,tul,tul
2014-10-15T11:31:07.700Z,36.561,-97.8351,4.41,2.7,ml,,80,,0.6,us,usb000smd1,2015-01-15T20:03:25.040Z,"1 km NNW of Kremlin, Oklahoma",earthquake,1.3,6.8,,,reviewed,tul,tul
2014-10-15T09:51:16.200Z,36.5032,-99.0519,7.859,3.5,ml,,195,,0.89,us,usb000smcn,2022-08-07T02:41:13.954Z,"5 km N of Quinlan, Oklahoma",earthquake,4.3,6.5,,,reviewed,tul,tul
2014-10-15T09:43:53.600Z,37.4798333,-118.7855,4.808,2.61,md,31,57,0.1153,0.05,nc,nc72327771,2018-06-29T23:18:03.594Z,"10 km SW of Aspen Springs, California",earthquake,0.24,0.91,0.22,26,reviewed,nc,nc
2014-10-15T08:48:47.500Z,35.725,-97.2141,4.777,2.9,ml,,62,,0.54,us,usb000smc4,2015-01-15T20:03:25.040Z,"7 km NNW of Luther, Oklahoma",earthquake,2.4,7.3,,,reviewed,tul,tul
2014-10-15T08:21:30.840Z,37.4775,-118.7895,3.835,2.52,ml,38,51,0.05495,0.05,nc,nc72327726,2018-06-29T23:18:03.289Z,"10 km SW of Aspen Springs, California",earthquake,0.27,0.95,0.15,5,reviewed,nc,nc
2014-10-15T06:49:34.100Z,46.8861,-112.5391,16.4,3.3,mc,62,79.1999936640005,0.1904428,0.28,mb,mb14837402,2022-08-07T02:42:48.836Z,"13 km SE of Lincoln, Montana",earthquake,0.6,0.6,0.5,3,automatic,mb,mb
2014-10-14T22:23:57.290Z,37.4786667,-118.7875,4.548,2.53,md,40,57,0.1162,0.05,nc,nc72327386,2018-06-29T23:18:00.042Z,"10 km SW of Aspen Springs, California",earthquake,0.22,0.89,0.134,32,reviewed,nc,nc
2014-10-14T20:45:05.160Z,37.4801667,-118.7883333,4.685,3.06,ml,42,50,0.05315,0.06,nc,nc72327246,2022-06-18T15:24:38.247Z,"10 km SW of Aspen Springs, California",earthquake,0.19,0.75,0.229,13,reviewed,nc,nc
2014-10-14T20:31:47.330Z,37.4811667,-118.7865,4.435,3.42,ml,44,49,0.05225,0.06,nc,nc72327201,2022-06-18T15:23:55.249Z,"10 km SW of Aspen Springs, California",earthquake,0.25,0.76,0.168,14,reviewed,nc,nc
2014-10-14T20:05:52.010Z,37.48,-118.7885,4.905,2.91,md,43,50,0.05405,0.06,nc,nc72327141,2018-06-29T23:17:59.226Z,"10 km SW of Aspen Springs, California",earthquake,0.19,0.72,0.177,35,reviewed,nc,nc
2014-10-14T19:41:14.230Z,49.252,-124.5431667,0.147,2.54,md,6,296,1.322,1.47,uw,uw60892757,2016-07-22T19:40:11.670Z,"10 km WSW of Coombs, Canada",earthquake,31.87,41.05,0.074,4,reviewed,uw,uw
2014-10-14T19:20:09.100Z,37.4798333,-118.7896667,4.245,3.06,ml,43,50,0.05495,0.05,nc,nc72327121,2022-06-18T15:23:14.873Z,"10 km SW of Aspen Springs, California",earthquake,0.21,0.55,0.221,13,reviewed,nc,nc
2014-10-14T18:28:32.100Z,36.3507,-97.0931,4.531,3.1,ml,,64,,0.27,us,usb000sm3h,2017-07-14T21:17:55.528Z,"9 km NW of Morrison, Oklahoma",earthquake,1.2,4,,,reviewed,tul,tul
2014-10-14T06:26:18.800Z,36.6573,-97.9028,2.337,3.3,ml,,87,,0.75,us,usb000slyd,2022-08-07T02:39:35.779Z,"9 km W of Pond Creek, Oklahoma",earthquake,1.7,5.7,,,reviewed,tul,tul
2014-10-14T05:07:28.400Z,35.8124,-97.4151,3.071,2.5,ml,,81,,0.52,us,usb000sn19,2015-01-06T23:49:56.040Z,"7 km S of Guthrie, Oklahoma",earthquake,0.7,7.4,,,reviewed,tul,tul
2014-10-14T05:06:01.300Z,35.813,-97.4106,3.158,3.1,ml,,79,,0.67,us,usb000slxz,2022-08-07T02:38:41.930Z,"7 km S of Guthrie, Oklahoma",earthquake,3.2,7.8,,,reviewed,tul,tul
2014-10-14T04:55:44.800Z,36.5189,-98.4728,3.502,3.3,ml,,107,,0.31,us,usb000slxq,2022-08-07T02:37:52.027Z,"2 km WNW of Aline, Oklahoma",earthquake,1.9,6.7,,,reviewed,tul,tul
2014-10-14T03:53:38.500Z,36.2397,-96.7084,4.89,2.5,ml,,100,,0.43,us,usb000sn1m,2015-01-06T23:49:56.040Z,"2 km W of Maramec, Oklahoma",earthquake,0.9,5.2,,,reviewed,tul,tul
2014-10-14T01:56:27.940Z,31.6325,-115.9771667,9.224,2.77,ml,7,150,0.372,0.14,ci,ci37278848,2016-03-12T04:29:08.579Z,"57km E of Maneadero, B.C., MX",earthquake,0.42,2.66,0.141,65,reviewed,ci,ci
2014-10-14T01:18:06.800Z,35.4777,-97.3543,6.238,3,ml,,73,,0.47,us,usb000sm63,2022-08-07T02:40:25.060Z,"3 km WSW of Nicoma Park, Oklahoma",earthquake,3.9,5.7,,,reviewed,tul,tul
2014-10-14T01:07:03.200Z,36.4815,-98.5251,5,2.7,ml,,100,,0.94,us,usb000sluz,2022-08-07T02:37:04.390Z,"7 km WSW of Aline, Oklahoma",earthquake,3,6.8,,,reviewed,tul,tul
2014-10-13T23:51:27.760Z,35.8388333,-119.3283333,19.453,2.66,ml,27,97,0.198,0.26,ci,ci37278832,2016-03-12T02:35:55.391Z,"11km NW of Delano, CA",earthquake,0.37,1.06,0.11,53,reviewed,ci,ci
2014-10-13T23:11:25.190Z,30.0923333,-114.0715,1.661,3.7,ml,4,280,1.157,0.66,ci,ci37278808,2016-03-11T17:05:14.547Z,"250km SSE of Estacion Coahuila, B.C., MX",earthquake,6.99,31.61,0.105,19,reviewed,ci,ci
2014-10-13T21:18:48.500Z,36.6996,-98.0366,12.829,2.6,ml,,95,,0.52,us,usb000sn2z,2015-01-06T23:49:56.040Z,"3 km NNE of Nash, Oklahoma",earthquake,3.3,5.9,,,reviewed,tul,tul
2014-10-13T21:04:34.540Z,43.7301,-105.2032,0,3.2,ml,,92,0.929,0.91,us,usb000sls6,2015-01-06T23:49:55.040Z,"23 km E of Wright, Wyoming",mining explosion,3.3,2,0.06,61,reviewed,us,us
2014-10-13T19:10:14.900Z,35.8176,-97.4203,5.597,2.6,ml,,67,,0.68,us,usc000st7k,2015-01-06T23:49:55.040Z,"6 km S of Guthrie, Oklahoma",earthquake,2.1,6.7,,,reviewed,tul,tul
2014-10-13T16:03:11.590Z,36.82,-97.718,3.4,3,ml,,,,0.58,us,usb000slm0,2022-08-07T02:36:17.031Z,"2 km NE of Medford, Oklahoma",earthquake,2.3,7.8,,,reviewed,tul,tul
2014-10-13T15:24:01.020Z,47.652,-121.9676667,7.78,2.87,ml,37,76,0.04763,0.54,uw,uw60891637,2022-07-27T04:44:10.695Z,"2 km N of Ames Lake, Washington",earthquake,0.59,1.34,0.18,132,reviewed,uw,uw
2014-10-13T12:39:03.010Z,37.4821667,-118.7903333,5.413,2.81,ml,33,69,0.1126,0.06,nc,nc72326351,2018-06-29T23:17:57.054Z,"10 km SW of Aspen Springs, California",earthquake,0.22,0.98,0.245,11,reviewed,nc,nc
2014-10-13T12:24:54.200Z,35.7341,-97.5254,5,3.2,mwr,,72,,0.56,us,usb000sljv,2020-03-19T23:24:08.230Z,"9 km NNW of Edmond, Oklahoma",earthquake,4.3,6.4,,6,reviewed,tul,slm
2014-10-13T11:40:03.200Z,36.668,-98.1988,3.243,2.9,ml,,101,,0.43,us,usb000sljg,2022-08-07T02:35:26.586Z,"1 km W of Jet, Oklahoma",earthquake,1.8,7.8,,,reviewed,tul,tul
2014-10-13T11:08:13.800Z,36.6945,-98.0371,4.503,2.5,ml,,95,,0.53,us,usb000sn4a,2015-01-06T23:49:55.040Z,"3 km NNE of Nash, Oklahoma",earthquake,2,1.2,,,reviewed,tul,tul
2014-10-13T09:27:12.470Z,37.4833333,-118.7805,5.405,2.84,md,42,90,0.04685,0.04,nc,nc72326236,2018-06-29T23:17:55.093Z,"9 km SW of Aspen Springs, California",earthquake,0.26,0.58,0.108,57,reviewed,nc,nc
2014-10-13T08:58:19.500Z,36.6512,-97.9235,5,3.1,ml,,88,,0.9,us,usb000slih,2015-01-06T23:49:55.040Z,"11 km W of Pond Creek, Oklahoma",earthquake,3.5,2,,,reviewed,tul,tul
2014-10-13T07:05:25.299Z,41.8884,-119.6186,0,2.5,ml,4,242.38,0.51,0.0991,nn,nn00463874,2018-06-29T23:17:55.974Z,"44 km E of Fort Bidwell, California",earthquake,,6,0,1,reviewed,nn,nn
2014-10-13T06:08:20.840Z,40.6548333,-124.8895,23.669,2.53,md,37,261,0.4568,0.22,nc,nc72326151,2017-02-04T23:00:15.719Z,"53 km W of Ferndale, California",earthquake,1.85,11.6,0.279,28,reviewed,nc,nc
2014-10-13T03:27:17.650Z,37.2405,-117.3226,13.5,3.3,ml,18,45.16,0.241,0.1083,nn,nn00463730,2018-06-29T23:17:57.775Z,"52 km S of Goldfield, Nevada",earthquake,,1.4,0.19,10,reviewed,nn,nn
2014-10-13T02:25:37.800Z,35.7727,-97.4873,5.112,2.6,ml,,105,,0.82,us,usb000sn2a,2015-01-06T23:49:54.040Z,"12 km SSE of Cedar Valley, Oklahoma",earthquake,1.2,6.3,,,reviewed,tul,tul
2014-10-13T01:44:30.100Z,36.2869,-96.9192,7.708,3.2,ml,,85,,0.89,us,usb000slfy,2022-08-07T02:34:40.347Z,"6 km N of Glencoe, Oklahoma",earthquake,2.1,7.6,,,reviewed,tul,tul
2014-10-13T00:53:41.150Z,32.9927,-109.3627,0,3.1,ml,,132,1.379,1.08,us,usb000sqdr,2015-01-06T23:49:54.040Z,"8 km SW of Clifton, Arizona",mining explosion,3.7,2,0.049,56,reviewed,us,us
2014-10-13T00:31:45.400Z,36.2851,-96.923,7.133,2.7,ml,,84,,0.64,us,usb000slfz,2015-01-06T23:49:54.040Z,"6 km N of Glencoe, Oklahoma",earthquake,1.4,6.5,,,reviewed,tul,tul
2014-10-13T00:20:54.600Z,37.4788333,-118.7855,4.725,3.54,mw,50,49,0.05135,0.04,nc,nc72325846,2022-08-07T02:33:04.819Z,"10 km SW of Aspen Springs, California",earthquake,0.22,0.54,,2,reviewed,nc,nc
2014-10-13T00:15:50.500Z,37.4773333,-118.783,4.713,3.08,ml,40,61,0.1189,0.05,nc,nc72325826,2022-06-18T15:22:28.251Z,"10 km SW of Aspen Springs, California",earthquake,0.24,0.89,0.274,7,reviewed,nc,nc
2014-10-13T00:14:59.220Z,37.475,-118.7825,5.063,2.96,ml,39,61,0.1198,0.05,nc,nc72325821,2018-06-29T23:17:54.623Z,"10 km SW of Aspen Springs, California",earthquake,0.27,0.8,0.132,3,reviewed,nc,nc
2014-10-13T00:13:50.010Z,37.4766667,-118.7821667,5.608,3.6,mw,48,49,0.1198,0.06,nc,nc72325816,2022-08-07T02:32:17.546Z,"10 km SW of Aspen Springs, California",earthquake,0.25,0.99,,2,reviewed,nc,nc
2014-10-12T22:11:20.600Z,35.9415,-96.7619,3.945,2.9,ml,,80,,0.27,us,usb000slfs,2022-08-07T02:33:52.338Z,"4 km S of Cushing, Oklahoma",earthquake,1.5,1.5,,,reviewed,tul,tul
2014-10-12T22:09:28.400Z,35.9415,-96.7586,5,2.7,ml,,95,,0.27,us,usb000slea,2015-01-06T23:49:54.040Z,"4 km S of Cushing, Oklahoma",earthquake,1.4,2,,,reviewed,tul,tul
2014-10-12T20:55:07.640Z,43.7193,-105.2589,0,3.1,ml,,128,0.97,0.83,us,usb000sqcv,2015-01-06T23:49:54.040Z,"19 km E of Wright, Wyoming",mining explosion,4.9,2,0.094,15,reviewed,us,us
2014-10-12T20:16:04.340Z,34.0331667,-116.3168333,8.628,3.3,ml,98,21,0.07059,0.16,ci,ci37278432,2022-08-07T02:30:38.273Z,"11km S of Joshua Tree, CA",earthquake,0.14,0.36,0.158,139,reviewed,ci,ci
2014-10-12T19:40:43.000Z,36.6702,-98.3018,3.506,3,ml,,138,,0.8,us,usb000slcd,2015-01-06T23:49:53.040Z,"10 km SSE of Cherokee, Oklahoma",earthquake,3.1,7.8,,,reviewed,tul,tul
2014-10-12T19:15:33.740Z,43.5663,-105.1779,0,3.3,ml,,81,0.995,1.38,us,usb000slc6,2015-01-06T23:49:53.040Z,"32 km SE of Wright, Wyoming",mining explosion,4.3,2,0.061,43,reviewed,us,us
2014-10-12T18:13:46.590Z,43.7795,-105.2634,0,3.3,ml,,96,0.95,0.41,us,usb000slbt,2015-01-06T23:49:53.040Z,"18 km E of Wright, Wyoming",mining explosion,3.7,2,0.067,37,reviewed,us,us
2014-10-12T18:12:34.200Z,35.9427,-96.765,5,2.5,ml,,80,,0.55,us,usb000sn0v,2022-08-07T04:19:24.537Z,"4 km S of Cushing, Oklahoma",earthquake,1.5,6.9,,,reviewed,tul,tul
2014-10-12T16:27:38.130Z,31.8153333,-115.0031667,24.062,2.88,ml,8,170,0.49,0.36,ci,ci37278392,2016-03-11T18:57:37.617Z,"42km S of Estacion Coahuila, B.C., MX",earthquake,1.25,31.61,0.197,19,reviewed,ci,ci
2014-10-12T16:03:25.840Z,37.2385,-97.9767,8.02,3.2,mb_lg,,95,0.012,0.43,us,usb000slap,2022-08-07T02:29:48.752Z,"6 km SE of Harper, Kansas",earthquake,2.4,5.3,0.051,107,reviewed,us,us
2014-10-12T09:43:51.833Z,41.8844,-119.6505,0,2.5,ml,4,152.05,0.486,0.0513,nn,nn00463577,2018-06-29T23:17:51.254Z,"41 km E of Fort Bidwell, California",earthquake,,4.5,0,1,reviewed,nn,nn
2014-10-12T09:34:13.711Z,41.8966,-119.6319,0,3.2,ml,6,77.94,0.5,0.2338,nn,nn00463568,2022-06-18T15:21:42.478Z,"43 km E of Fort Bidwell, California",earthquake,,0,0.37,3,reviewed,nn,nn
2014-10-12T09:14:28.300Z,36.0027,-97.0665,3.761,2.5,ml,,75,,0.55,us,usb000sl8x,2015-01-06T23:49:52.040Z,"4 km NW of Perkins, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2014-10-12T06:24:59.130Z,47.1013333,-122.737,58.065,3.5,ml,80,33,0.1257,0.2,uw,uw60891152,2022-08-07T02:29:00.584Z,"6 km NNE of Tanglewilde-Thompson Place, Washington",earthquake,0.3,0.66,0.199,213,reviewed,uw,uw
2014-10-11T23:46:14.100Z,36.4784,-97.165,8.15,2.6,ml,,67,,0.67,us,usb000sl69,2015-01-06T23:49:52.040Z,"2 km NNE of Red Rock, Oklahoma",earthquake,1.5,6.2,,,reviewed,tul,tul
2014-10-11T21:09:10.040Z,37.6628333,-118.8585,2.223,2.83,md,43,53,0.03063,0.06,nc,nc72325191,2017-02-04T22:42:11.700Z,"10 km E of Mammoth Lakes, California",earthquake,0.19,0.32,0.161,61,reviewed,nc,nc
2014-10-11T21:02:44.800Z,34.0338333,-116.6503333,11.085,3.16,ml,98,21,0.005077,0.13,ci,ci37278104,2022-08-07T02:28:09.528Z,"7km WSW of Morongo Valley, CA",earthquake,0.12,0.28,0.139,201,reviewed,ci,ci
2014-10-11T18:53:44.960Z,33.4656667,-116.4498333,8.591,2.86,ml,85,24,0.06101,0.19,ci,ci37278088,2016-03-11T15:12:34.921Z,"23km ESE of Anza, CA",earthquake,0.17,0.54,0.14,120,reviewed,ci,ci
2014-10-11T17:47:51.300Z,35.5921,-97.3818,5.665,2.6,ml,,37,,0.53,us,usb000slds,2015-01-06T23:49:51.040Z,"7 km N of Spencer, Oklahoma",earthquake,3.9,6.1,,,reviewed,tul,tul
2014-10-11T17:29:24.500Z,36.4476,-97.0585,4.002,2.8,ml,,74,,0.83,us,usb000sl3s,2022-08-07T02:27:19.499Z,"10 km E of Red Rock, Oklahoma",earthquake,1.6,7.4,,,reviewed,tul,tul
2014-10-11T14:20:58.200Z,36.6477,-97.664,4.647,2.8,ml,,68,,0.65,us,usb000sl2y,2017-07-14T21:22:05.287Z,"9 km N of Hunter, Oklahoma",earthquake,1.3,7.3,,,reviewed,tul,tul
2014-10-11T14:05:02.800Z,35.7448,-97.1134,3.468,2.6,ml,,81,,0.46,us,usb000sn25,2015-01-06T23:49:51.040Z,"0 km ESE of Fallis, Oklahoma",earthquake,1.9,1.7,,,reviewed,tul,tul
2014-10-11T13:50:46.270Z,37.0727,-97.9328,5.81,2.9,mb_lg,,60,0.06,0.49,us,usb000sl2i,2022-08-07T02:25:38.320Z,"5 km W of Bluff City, Kansas",earthquake,2.5,7.3,0.077,46,reviewed,us,us
2014-10-11T11:39:09.030Z,37.123,-121.5263333,7.21,2.58,md,92,45,0.06847,0.05,nc,nc72324951,2022-07-27T04:34:25.699Z,"8 km ENE of San Martin, California",earthquake,0.08,0.28,0.161,160,reviewed,nc,nc
2014-10-11T11:12:06.490Z,47.6926667,-121.94,24.822,2.55,ml,52,66,0.08036,0.33,uw,uw60890817,2022-07-27T04:33:17.231Z,"1 km W of Lake Marcel-Stillwater, Washington",earthquake,0.48,0.78,0.188,75,reviewed,uw,uw
2014-10-11T08:25:05.440Z,33.1913333,-115.7021667,5.347,2.6,ml,67,47,0.06725,0.23,ci,ci37278008,2016-03-11T17:05:02.768Z,"18km S of Bombay Beach, CA",earthquake,0.2,1.38,0.166,77,reviewed,ci,ci
2014-10-10T22:57:21.930Z,37.0836,-104.9037,1.36,3.3,mb_lg,,77,0.397,0.59,us,usb000skxr,2015-01-06T23:49:50.040Z,"7 km SW of Weston, Colorado",earthquake,5.7,7.2,0.086,88,reviewed,us,us
2014-10-10T17:26:20.500Z,35.7476,-97.1228,3.562,3.1,ml,,80,,0.83,us,usb000skt3,2017-07-14T21:22:41.408Z,"0 km WSW of Fallis, Oklahoma",earthquake,1.9,6.8,,,reviewed,tul,tul
2014-10-10T17:09:50.100Z,35.7442,-97.1229,4.142,2.6,ml,,80,,0.32,us,usb000sn2x,2015-01-06T23:49:50.040Z,"0 km SSW of Fallis, Oklahoma",earthquake,1.5,4.7,,,reviewed,tul,tul
2014-10-10T16:18:24.700Z,35.7503,-97.1212,3.267,3.2,mwr,,47,,0.56,us,usb000sksa,2022-08-07T02:24:49.793Z,"0 km NNW of Fallis, Oklahoma",earthquake,2.1,7.8,,7,reviewed,tul,slm
2014-10-10T16:13:40.400Z,35.7534,-97.1243,4.216,2.8,ml,,66,,0.38,us,usb000sn4v,2017-07-14T21:23:12.449Z,"Oklahoma",earthquake,1.3,5.3,,,reviewed,tul,tul
2014-10-10T13:51:21.000Z,35.9466,-96.7594,5,4.2,mwr,,63,,0.45,us,usb000skq4,2022-08-07T02:23:59.839Z,"4 km S of Cushing, Oklahoma",earthquake,3.4,6.8,0.037,72,reviewed,tul,us
2014-10-10T12:38:10.560Z,37.4781667,-118.786,3.905,2.91,ml,36,61,0.1171,0.05,nc,nc72324261,2021-07-13T22:05:54.590Z,"10 km SW of Aspen Springs, California",earthquake,0.26,1.21,0.248,13,reviewed,nc,nc
2014-10-10T07:55:45.600Z,35.8173,-97.4168,4.993,2.6,ml,,58,,0.52,us,usb000sn36,2015-01-06T23:49:49.040Z,"6 km S of Guthrie, Oklahoma",earthquake,1.4,3.5,,,reviewed,tul,tul
2014-10-10T07:38:35.400Z,35.8181,-97.4177,4.687,3,ml,,60,,0.51,us,usb000skl3,2022-08-07T02:23:08.440Z,"6 km S of Guthrie, Oklahoma",earthquake,1.8,1,,,reviewed,tul,tul
2014-10-10T04:58:51.090Z,37.009,-97.976,5.5,3.2,mb_lg,,29,0.129,0.66,us,usb000skjr,2022-08-07T02:22:20.375Z,"5 km ENE of Manchester, Oklahoma",earthquake,4.7,6.6,0.046,135,reviewed,us,us
2014-10-10T04:34:31.500Z,35.9461,-96.7845,3.979,2.9,ml,,93,,0.74,us,usb000sldq,2022-08-07T02:31:25.574Z,"4 km SSW of Cushing, Oklahoma",earthquake,2.4,5.9,,,reviewed,tul,tul
2014-10-10T03:51:47.620Z,31.3023333,-115.4851667,27.093,3.1,ml,4,155,0.257,0.18,ci,ci37277600,2016-03-12T00:45:05.138Z,"107km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,10.84,13.28,0.158,21,reviewed,ci,ci
2014-10-10T00:50:29.650Z,37.48,-118.7845,4.633,2.71,md,43,61,0.1162,0.05,nc,nc72323901,2018-06-29T23:17:45.147Z,"10 km SW of Aspen Springs, California",earthquake,0.28,1.06,0.182,53,reviewed,nc,nc
2014-10-10T00:33:57.540Z,37.4788333,-118.7863333,4.673,2.95,md,48,61,0.1162,0.05,nc,nc72323881,2018-06-29T23:17:44.247Z,"10 km SW of Aspen Springs, California",earthquake,0.23,1.08,0.14,66,reviewed,nc,nc
